0,749181;0,1815076;0,4853505;
2,263191;0,5795474;3,472552;
44,78701;6,275409;29,59587;
11,81935;-10,24148;-21,51686;
0,6504761;0,2879432;0,2313661;
1,857053;2,703738;3,173933;
5,939577;7,215292;0,8869743;
25,99096;14,77219;-14,31621;
0,6657593;0,6007437;0,2850577;
0,2666191;1,281854;4,521573;
38,75221;2,748808;16,7542;
-19,98032;11,75539;-19,31077;
0,568891;0,1635144;0,1552022;
1,928016;2,136064;2,313258;
7,431934;7,224879;0,04345179;
-26,36077;-17,00188;-11,11025;
0,1217589;0,7339159;0,5992818;
0,3057146;4,479858;2,701994;
0,1396716;44,40489;11,32693;
-16,58612;2,340118;2,084166;
0,1563755;0,4724486;0,57101;
4,241944;5,737455;0,04738862;
7,927081;2,469773;12,09697;
5,532034;29,11334;-11,47683;
