0,0422532;0,8165201;0,6596894;
0,7799866;2,241659;2,39529;
11,73025;14,92772;0,6204003;
-22,59776;-22,72523;0,08015108;
0,533155;1,129884;0,092219;
0,4700625;1,564612;6,233831;
11,98992;30,5906;26,91397;
10,16611;22,99204;5,666439;
1,250634;1,396762;1,326074;
0,5197446;3,82209;3,187807;
27,31745;27,93357;1,779785;
21,7111;27,30359;-1,127999;
1,090569;0,2440925;1,492315;
1,518207;5,291247;4,503654;
6,018491;7,580883;10,71713;
7,377025;-22,54032;-3,668695;
0,1510554;1,346164;0,3663982;
1,001797;2,617772;3,879726;
16,55079;9,124354;29,62948;
-20,84742;24,8025;1,840713;
1,017611;1,162486;0,1335118;
1,547867;6,152409;1,593612;
13,61306;32,91013;7,964959;
-10,77875;11,18159;-7,947796;
